0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0.333333333,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0
4,0.2,0,0.5,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0
5,0.166666667,0,0.4,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0
6,0.285714286,0,0.5,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0
7,0.25,0,0.428571429,0.142857143,0,0,0.142857143,0,0,0.285714286,0,0.142857143,0,0,0,0,0,0
8,0.222222222,0,0.375,0.125,0,0,0.125,0,0.125,0.25,0.125,0.125,0,0,0,0,0,0
9,0.2,0,0.333333333,0.111111111,0,0,0.111111111,0,0.111111111,0.222222222,0.111111111,0.111111111,0,0,0,0,0,0
10,0.2,1,0.3,0.2,0,0,0.1,0,0.1,0.2,0.1,0.1,0,0,0,0,0,0
11,0.2,0.5,0.272727273,0.181818182,0,0,0.090909091,0,0.090909091,0.181818182,0.090909091,0.090909091,0,0,0,0,0,0
12,0.2,0.333333333,0.25,0.166666667,0,0,0.083333333,0.083333333,0.083333333,0.166666667,0.083333333,0.083333333,0,0,0,0,0,0
13,0.2,0.25,0.230769231,0.230769231,0,0,0.076923077,0.076923077,0.076923077,0.153846154,0.076923077,0.076923077,0,0,0,0,0,0
14,0.2,0.2,0.214285714,0.214285714,0,0,0.071428571,0.071428571,0.071428571,0.142857143,0.071428571,0.071428571,0,0,0,0,0,0
15,0.2,0.166666667,0.2,0.2,0,0,0.066666667,0.066666667,0.066666667,0.133333333,0.066666667,0.066666667,0,0,0,0,0,0
16,0.2,0.142857143,0.1875,0.1875,0,0,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0,0,0,0,0,0
17,0.2,0.125,0.176470588,0.235294118,0,0,0.058823529,0.058823529,0.058823529,0.176470588,0.058823529,0.117647059,0,0,0,0,0,0
18,0.272727273,0.125,0.222222222,0.222222222,0,0,0.055555556,0.055555556,0.055555556,0.166666667,0.055555556,0.111111111,0,0,0,0,0,0
19,0.25,0.125,0.210526316,0.210526316,0,0,0.052631579,0.052631579,0.052631579,0.157894737,0.052631579,0.105263158,0,0,0,0,0,0
20,0.230769231,0.125,0.2,0.2,0,0,0.05,0.05,0.05,0.15,0.05,0.1,0,0,0,0,0,0
21,0.214285714,0.125,0.19047619,0.19047619,0,0,0.047619048,0.095238095,0.047619048,0.142857143,0.047619048,0.095238095,0,0,0,0,0,0
22,0.2,0.125,0.181818182,0.181818182,0,0,0.045454545,0.090909091,0.045454545,0.136363636,0.045454545,0.090909091,0,0,0,0,0,0
23,0.2,0.111111111,0.173913043,0.173913043,0,0,0.086956522,0.086956522,0.043478261,0.130434783,0.043478261,0.086956522,0,0,0,0,0,0
24,0.2,0.1,0.166666667,0.166666667,0,0,0.083333333,0.083333333,0.041666667,0.125,0.041666667,0.083333333,0,0,0,0,0,0
25,0.2,0.181818182,0.16,0.2,0,0,0.08,0.08,0.04,0.12,0.04,0.08,0,0,0,0,0,0
26,0.2,0.166666667,0.153846154,0.230769231,0,0,0.076923077,0.076923077,0.038461538,0.115384615,0.038461538,0.076923077,0,0,0,0,0,0
27,0.1875,0.166666667,0.185185185,0.222222222,0,0,0.074074074,0.074074074,0.037037037,0.111111111,0.037037037,0.074074074,0,0,0,0,0,0
28,0.176470588,0.166666667,0.178571429,0.214285714,0,0,0.071428571,0.071428571,0.035714286,0.107142857,0.035714286,0.071428571,0,0,0,0,0,0
29,0.166666667,0.166666667,0.172413793,0.206896552,0,0,0.068965517,0.068965517,0.068965517,0.103448276,0.068965517,0.068965517,0,0,0,0,0,0
30,0.157894737,0.166666667,0.166666667,0.2,0,0,0.1,0.066666667,0.066666667,0.1,0.066666667,0.066666667,0,0,0,0,0,0
31,0.15,0.166666667,0.161290323,0.193548387,0,0,0.096774194,0.064516129,0.064516129,0.096774194,0.064516129,0.064516129,0,0,0,0,0,0
32,0.142857143,0.166666667,0.15625,0.1875,0,0,0.125,0.0625,0.0625,0.09375,0.0625,0.0625,0,0,0,0,0,0
33,0.136363636,0.166666667,0.151515152,0.181818182,0,0,0.121212121,0.060606061,0.090909091,0.090909091,0.090909091,0.060606061,0,0,0,0,0,0
34,0.130434783,0.166666667,0.147058824,0.176470588,0,0,0.117647059,0.058823529,0.117647059,0.088235294,0.117647059,0.058823529,0,0,0,0,0,0
35,0.130434783,0.153846154,0.142857143,0.171428571,0,0,0.114285714,0.057142857,0.114285714,0.085714286,0.114285714,0.057142857,0,0,0,0,0,0
36,0.130434783,0.142857143,0.138888889,0.166666667,0,0,0.111111111,0.083333333,0.111111111,0.083333333,0.111111111,0.055555556,0,0,0,0,0,0
37,0.130434783,0.133333333,0.135135135,0.162162162,0,0,0.108108108,0.081081081,0.108108108,0.081081081,0.108108108,0.054054054,0,0,0,0,0,0
38,0.130434783,0.125,0.131578947,0.157894737,0,0,0.105263158,0.078947368,0.105263158,0.078947368,0.105263158,0.052631579,0,0,0,0,0,0
39,0.130434783,0.117647059,0.128205128,0.153846154,0,0,0.102564103,0.076923077,0.102564103,0.076923077,0.102564103,0.051282051,0,0,0,0,0,0
40,0.125,0.117647059,0.15,0.15,0,0,0.1,0.075,0.1,0.1,0.1,0.05,0,0,0,0,0,0
41,0.12,0.117647059,0.146341463,0.146341463,0,0,0.097560976,0.097560976,0.097560976,0.12195122,0.097560976,0.048780488,0,0,0,0,0,0
42,0.115384615,0.117647059,0.166666667,0.142857143,0,0,0.095238095,0.095238095,0.095238095,0.119047619,0.095238095,0.047619048,0,0,0,0,0,0
43,0.111111111,0.117647059,0.162790698,0.139534884,0,0,0.093023256,0.093023256,0.093023256,0.11627907,0.093023256,0.046511628,0,0,0,0,0,0
44,0.107142857,0.117647059,0.159090909,0.136363636,0,0,0.090909091,0.090909091,0.090909091,0.136363636,0.090909091,0.045454545,0,0,0,0,0,0
45,0.107142857,0.111111111,0.155555556,0.133333333,0,0,0.088888889,0.088888889,0.088888889,0.133333333,0.088888889,0.044444444,0,0,0,0,0,0
46,0.107142857,0.105263158,0.152173913,0.130434783,0,0.02173913,0.086956522,0.108695652,0.086956522,0.130434783,0.086956522,0.043478261,0,0,0,0,0,0
